AADSQIC	AABQYFB	77.64	237	53	0	4	240	29	265	3e-99	 364
AADSQIC	AABQYFB	67.16	134	24	1	311	444	285	398	3e-40	 168
AADSQIC	AABQYFB	51.14	88	41	1	518	603	410	497	7e-14	81.3
AADSQIC	AABRAJJ	90.48	231	22	0	10	240	56	286	2e-115	 418
AADSQIC	AABRAJJ	55.16	223	47	3	518	738	431	602	4e-51	 204
AADSQIC	AABRAJJ	81.34	134	5	1	311	444	306	419	9e-50	 200
AADSQIC	AACAUQW	71.81	188	49	2	53	240	44	227	4e-70	 268
AADSQIC	AACAUQW	68.66	134	22	1	311	444	247	360	2e-43	 179
AADSQIC	AACBAMC	89.95	219	22	0	22	240	60	278	3e-107	 391
AADSQIC	AACBAMC	55.16	223	47	3	518	738	423	594	6e-52	 207
AADSQIC	AACBAMC	79.85	134	7	1	311	444	298	411	2e-49	 199
AADSQIC	AACBCYR	58.33	192	76	2	49	240	54	241	8e-55	 217
AADSQIC	AACBCYR	67.91	134	23	1	311	444	261	374	7e-44	 181
AADSQIC	AACBECN	64.89	188	62	2	53	240	52	235	1e-62	 243
AADSQIC	AACBECN	62.69	134	30	1	311	444	255	368	3e-41	 172
AADSQIC	AACBXTJ	86.74	181	24	0	60	240	30	210	1e-87	 325
AADSQIC	AACBXTJ	67.16	134	24	1	311	444	230	343	8e-41	 170
AADSQIC	AACBXTJ	41.10	219	76	2	518	734	355	522	3e-31	 138
AADSQIC	AADSHPP	70.74	188	51	2	53	240	67	250	5e-70	 267
AADSQIC	AADSHPP	66.42	134	25	1	311	444	270	383	5e-43	 177
AADSQIC	AADSIHA	74.45	227	58	0	14	240	1	227	3e-89	 331
AADSQIC	AADSIHA	68.66	134	22	1	311	444	247	360	3e-41	 172
AADSQIC	AADSIHA	40.55	217	76	2	518	732	372	537	2e-31	 139
AADSQIC	AADSNAZ	59.71	206	78	3	36	240	33	234	8e-62	 240
AADSQIC	AADSNAZ	64.18	134	28	1	311	444	254	367	2e-41	 172
AADSQIC	AADSNJX	72.69	260	45	1	8	241	1	260	1e-98	 362
AADSQIC	AADSNJX	65.22	138	24	2	311	444	284	401	3e-38	 162
AADSQIC	AADSNJX	33.71	178	65	2	518	693	413	539	7e-14	81.3
AADTHUJ	AABEYMW	75.74	169	34	1	3	164	11	179	6e-70	 264
AADTHUJ	AABPUUK	89.78	137	14	0	28	164	43	179	4e-71	 268
AADTHUJ	AACAYEF	79.71	138	28	0	27	164	74	211	6e-67	 254
AADTHUJ	AACBFDL	89.78	137	14	0	28	164	43	179	4e-71	 268
AADTHYK	AABEYMW	89.53	191	20	0	1	191	104	294	8e-103	 374
AADTHYK	AABPUUK	87.96	191	23	0	1	191	104	294	3e-101	 368
AADTHYK	AACAYEF	78.01	191	42	0	1	191	136	326	1e-92	 340
AADTHYK	AACBFDL	87.43	191	24	0	1	191	104	294	4e-101	 368
AADTHYK	AADTHUJ	100.00	76	0	0	1	76	89	164	1e-38	 160
AADTIFC	AABEYMW	74.77	111	28	0	18	128	181	291	4e-49	 194
AADTIFC	AABPUUK	75.89	112	27	0	18	129	181	292	2e-48	 192
AADTIFC	AACAYEF	81.74	115	21	0	17	131	212	326	3e-54	 212
AADTIFC	AACBFDL	75.00	112	28	0	18	129	181	292	2e-48	 192
AADTIFC	AADTHYK	73.68	114	30	0	18	131	78	191	3e-49	 195
AADTJSY	AABQXVD	79.73	74	15	0	1	74	1	74	3e-27	 121
AADTJSY	AACBLZF	79.73	74	15	0	1	74	1	74	3e-27	 121
AADTNJN	AAAXNQZ	78.30	212	41	1	347	558	224	430	4e-94	 347
AADTNJN	AAAXNQZ	59.43	244	81	3	9	252	3	228	8e-73	 276
AADTNJN	AABESPS	78.74	207	39	1	351	557	228	429	7e-91	 336
AADTNJN	AABESPS	66.09	230	66	2	21	250	9	226	2e-78	 295
AADTNJN	AABETRB	64.93	211	69	1	347	557	259	464	3e-74	 281
AADTNJN	AABETRB	56.78	236	85	4	21	252	41	263	2e-68	 262
AADTNJN	AABPVNX	82.87	216	32	1	344	559	235	445	3e-100	 367
AADTNJN	AABPVNX	65.50	229	67	1	24	252	26	242	9e-75	 283
AADTNJN	AABQHIX	78.67	211	40	1	347	557	232	437	2e-93	 345
AADTNJN	AABQHIX	57.83	230	84	3	24	252	19	236	7e-64	 246
AADTNJN	AABQYFB	60.09	233	88	1	347	579	262	489	8e-74	 280
AADTNJN	AABQYFB	55.69	246	82	5	11	252	44	266	2e-67	 258
AADTNJN	AABRAJJ	67.09	234	72	1	347	580	283	511	4e-87	 323
AADTNJN	AABRAJJ	57.03	249	83	6	8	252	59	287	2e-67	 258
AADTNJN	AACAUQW	78.30	212	41	1	347	558	224	430	4e-94	 347
AADTNJN	AACAUQW	59.43	244	81	3	9	252	3	228	4e-73	 277
AADTNJN	AACBAMC	67.95	234	70	1	347	580	275	503	2e-87	 325
AADTNJN	AACBAMC	60.27	219	70	4	38	252	74	279	3e-66	 254
AADTNJN	AACBCYR	82.87	216	32	1	344	559	235	445	3e-100	 367
AADTNJN	AACBCYR	65.50	229	67	1	24	252	26	242	2e-74	 281
AADTNJN	AACBECN	79.15	211	39	1	347	557	232	437	2e-94	 348
AADTNJN	AACBECN	57.39	230	85	2	24	252	19	236	5e-64	 247
AADTNJN	AACBXTJ	65.40	211	68	1	347	557	207	412	4e-74	 280
AADTNJN	AACBXTJ	62.32	207	60	4	52	252	17	211	2e-65	 251
AADTNJN	AADSHPP	79.25	212	39	1	347	558	247	453	4e-96	 353
AADTNJN	AADSHPP	61.64	232	77	2	21	252	32	251	4e-73	 277
AADTNJN	AADSIHA	60.09	233	88	1	347	579	224	451	2e-74	 282
AADTNJN	AADSIHA	54.01	237	85	4	28	252	4	228	1e-58	 229
AADTNJN	AADSNAZ	78.77	212	40	1	347	558	231	437	8e-94	 346
AADTNJN	AADSNAZ	62.82	234	74	3	20	252	14	235	1e-73	 278
AADTNJN	AADSNJX	42.29	551	224	12	15	557	6	470	1e-102	 375
AADTNJN	AADSQIC	57.26	248	82	6	8	251	13	240	4e-67	 257
AADTNJN	AADSQIC	61.65	133	31	1	370	482	311	443	1e-40	 169
AAEBEGT	AABEYMW	88.32	291	34	0	1	291	1	291	2e-157	 556
AAEBEGT	AABPUUK	97.62	294	7	0	1	294	1	294	2e-169	 595
AAEBEGT	AACAYEF	79.59	294	60	0	1	294	33	326	8e-143	 508
AAEBEGT	AACBFDL	97.28	294	8	0	1	294	1	294	3e-169	 595
AAEBEGT	AADTHUJ	89.78	137	14	0	43	179	28	164	2e-70	 267
AAEBEGT	AADTHYK	86.91	191	25	0	104	294	1	191	8e-100	 365
AAEBEGT	AADTIFC	74.56	114	29	0	181	294	18	131	3e-48	 193
AAEFPFK	AABQXVE	83.70	135	22	0	1	135	1	135	7e-59	 227
AAEFPFK	AACBLZE	63.16	152	38	1	1	134	1	152	8e-43	 174
AAEFPFL	AABQXVD	97.37	76	2	0	1	76	1	76	3e-33	 141
AAEFPFL	AACBLZF	98.68	76	1	0	1	76	1	76	7e-34	 143
AAEFPFL	AADTJSY	81.08	74	14	0	1	74	1	74	2e-27	 122
AAEFZEV	AAAXNQZ	70.48	437	121	1	8	444	2	430	2e-177	 624
AAEFZEV	AABESPS	69.33	463	141	1	16	477	2	464	0.0	 640
AAEFZEV	AABETRB	64.27	431	148	4	18	443	35	464	6e-152	 539
AAEFZEV	AABPVNX	84.53	472	72	1	26	496	26	497	0.0	 768
AAEFZEV	AABQHIX	68.97	419	129	1	26	443	19	437	2e-167	 590
AAEFZEV	AABQYFB	62.72	448	161	4	43	485	64	510	9e-153	 541
AAEFZEV	AABRAJJ	67.11	450	142	4	23	467	64	512	1e-165	 584
AAEFZEV	AACAUQW	70.48	437	121	1	8	444	2	430	3e-177	 623
AAEFZEV	AACBAMC	68.98	432	129	3	40	467	74	504	4e-165	 582
AAEFZEV	AACBCYR	83.47	472	77	1	26	496	26	497	0.0	 758
AAEFZEV	AACBECN	69.45	419	127	1	26	443	19	437	1e-168	 594
AAEFZEV	AACBXTJ	64.05	420	145	3	54	467	17	436	3e-149	 530
AAEFZEV	AADSHPP	71.33	429	123	0	16	444	25	453	3e-178	 626
AAEFZEV	AADSIHA	62.44	426	155	3	46	467	29	453	9e-143	 508
AAEFZEV	AADSNAZ	71.43	427	121	1	19	444	11	437	3e-176	 620
AAEFZEV	AADSNJX	59.52	462	146	7	22	443	10	470	6e-142	 505
AAEFZEV	AADSQIC	60.71	224	82	4	23	241	18	240	2e-67	 258
AAEFZEV	AADSQIC	68.42	133	22	1	261	373	311	443	4e-42	 174
AAEFZEV	AADTNJN	81.51	238	39	1	240	472	349	586	1e-109	 398
AAEFZEV	AADTNJN	60.94	233	79	1	22	242	20	252	1e-68	 262
AAEIGKG	AAAXNQZ	84.58	467	72	0	1	467	1	467	0.0	 761
AAEIGKG	AABESPS	88.68	468	52	1	1	467	1	468	0.0	 793
AAEIGKG	AABETRB	66.12	428	140	3	6	429	38	464	8e-154	 545
AAEIGKG	AABPVNX	69.45	419	128	0	12	430	26	444	7e-167	 588
AAEIGKG	AABQHIX	74.70	419	105	1	12	429	19	437	9e-174	 611
AAEIGKG	AABQYFB	65.97	432	142	3	26	453	61	491	5e-154	 545
AAEIGKG	AABRAJJ	69.91	432	125	3	26	453	82	512	2e-167	 590
AAEIGKG	AACAUQW	84.58	467	72	0	1	467	1	467	0.0	 760
AAEIGKG	AACBAMC	70.14	432	124	3	26	453	74	504	2e-166	 587
AAEIGKG	AACBCYR	69.45	419	128	0	12	430	26	444	2e-167	 590
AAEIGKG	AACBECN	74.46	419	106	1	12	429	19	437	4e-173	 609
AAEIGKG	AACBXTJ	65.48	420	141	2	38	453	17	436	5e-152	 539
AAEIGKG	AADSHPP	93.06	432	30	0	1	432	24	455	0.0	 783
AAEIGKG	AADSIHA	61.01	454	172	3	4	453	1	453	3e-146	 520
AAEIGKG	AADSNAZ	78.15	421	91	1	12	431	18	438	0.0	 656
AAEIGKG	AADSNJX	60.94	466	142	6	3	429	6	470	1e-145	 518
AAEIGKG	AADSQIC	63.04	230	78	4	2	227	14	240	1e-70	 268
AAEIGKG	AADSQIC	66.92	133	24	1	247	359	311	443	4e-42	 174
AAEIGKG	AADTNJN	74.68	237	55	1	226	457	349	585	2e-101	 370
AAEIGKG	AADTNJN	53.88	232	95	1	9	228	21	252	7e-60	 233
AAEIGKG	AAEFZEV	69.21	419	129	0	12	430	26	444	3e-166	 586
AAEIGOD	AAAXNQZ	74.05	393	98	2	86	478	44	432	2e-164	 581
AAEIGOD	AABESPS	71.32	408	112	3	69	475	26	429	4e-160	 566
AAEIGOD	AABETRB	72.53	597	135	5	1	594	1	571	0.0	 806
AAEIGOD	AABPVNX	67.85	395	123	2	82	476	54	444	5e-150	 533
AAEIGOD	AABQHIX	70.00	390	113	2	86	475	52	437	5e-153	 543
AAEIGOD	AABQYFB	71.25	560	110	1	33	592	25	533	0.0	 751
AAEIGOD	AABRAJJ	82.95	616	76	3	1	601	1	602	0.0	 957
AAEIGOD	AACAUQW	74.05	393	98	2	86	478	44	432	2e-164	 580
AAEIGOD	AACBAMC	82.57	608	85	3	1	601	1	594	0.0	 937
AAEIGOD	AACBCYR	67.85	395	123	2	82	476	54	444	5e-150	 533
AAEIGOD	AACBECN	70.26	390	112	2	86	475	52	437	2e-153	 544
AAEIGOD	AACBXTJ	76.97	508	99	3	93	597	30	522	0.0	 764
AAEIGOD	AADSHPP	73.03	393	102	2	86	478	67	455	6e-165	 582
AAEIGOD	AADSIHA	72.68	549	138	2	47	595	1	537	0.0	 758
AAEIGOD	AADSNAZ	67.56	410	128	3	69	477	33	438	4e-153	 543
AAEIGOD	AADSNJX	70.29	552	113	5	42	556	2	539	0.0	 722
AAEIGOD	AADSQIC	93.10	232	16	0	42	273	9	240	1e-120	 435
AAEIGOD	AADSQIC	84.21	133	1	1	293	405	311	443	3e-52	 208
AAEIGOD	AADSQIC	58.25	194	42	2	447	601	545	738	1e-49	 199
AAEIGOD	AADTNJN	68.26	230	68	1	273	497	350	579	1e-89	 332
AAEIGOD	AADTNJN	57.07	198	75	2	86	274	56	252	2e-55	 218
AAEIGOD	AAEFZEV	67.59	395	124	2	82	476	54	444	1e-149	 531
AAEIGOD	AAEIGKG	72.66	395	104	2	86	480	44	434	4e-162	 573
AAFCZUJ	AAAXNQZ	70.71	437	120	1	8	444	2	430	5e-178	 625
AAFCZUJ	AABESPS	69.55	463	140	1	16	477	2	464	0.0	 643
AAFCZUJ	AABETRB	64.50	431	147	4	18	443	35	464	5e-152	 539
AAFCZUJ	AABPVNX	84.53	472	73	0	26	497	26	497	0.0	 772
AAFCZUJ	AABQHIX	69.21	419	128	1	26	443	19	437	1e-168	 594
AAFCZUJ	AABQYFB	62.72	448	161	4	43	485	64	510	2e-152	 541
AAFCZUJ	AABRAJJ	65.67	469	153	5	23	486	64	529	3e-166	 586
AAFCZUJ	AACAUQW	70.71	437	120	1	8	444	2	430	7e-178	 625
AAFCZUJ	AACBAMC	67.41	451	140	4	40	486	74	521	1e-165	 584
AAFCZUJ	AACBCYR	85.17	472	70	0	26	497	26	497	0.0	 780
AAFCZUJ	AACBECN	69.69	419	126	1	26	443	19	437	8e-170	 598
AAFCZUJ	AACBXTJ	64.29	420	144	3	54	467	17	436	2e-149	 530
AAFCZUJ	AADSHPP	71.56	429	122	0	16	444	25	453	6e-179	 629
AAFCZUJ	AADSIHA	62.68	426	154	3	46	467	29	453	3e-143	 510
AAFCZUJ	AADSNAZ	71.66	427	120	1	19	444	11	437	4e-177	 622
AAFCZUJ	AADSNJX	59.74	462	145	7	22	443	10	470	2e-142	 507
AAFCZUJ	AADSQIC	61.16	224	81	4	23	241	18	240	8e-68	 259
AAFCZUJ	AADSQIC	68.42	133	22	1	261	373	311	443	6e-42	 173
AAFCZUJ	AADTNJN	81.51	238	39	1	240	472	349	586	8e-110	 399
AAFCZUJ	AADTNJN	61.37	233	78	1	22	242	20	252	3e-69	 264
AAFCZUJ	AAEFZEV	83.69	472	76	1	26	497	26	496	0.0	 761
AAFCZUJ	AAEIGKG	70.74	434	126	1	15	448	2	434	2e-176	 620
AAFCZUJ	AAEIGOD	64.49	459	157	4	23	476	51	508	3e-162	 573
AAFDQWB	AAAXNQZ	73.54	393	100	2	119	511	44	432	4e-163	 576
AAFDQWB	AABESPS	71.08	408	113	3	102	508	26	429	9e-160	 565
AAFDQWB	AABETRB	71.43	588	151	2	28	615	1	571	0.0	 791
AAFDQWB	AABPVNX	67.85	395	123	2	115	509	54	444	2e-150	 534
AAFDQWB	AABQHIX	67.95	390	121	2	119	508	52	437	8e-153	 542
AAFDQWB	AABQYFB	73.00	537	104	2	85	621	44	539	0.0	 734
AAFDQWB	AABRAJJ	94.02	602	29	1	28	622	1	602	0.0	1060
AAFDQWB	AACAUQW	73.79	393	99	2	119	511	44	432	2e-163	 578
AAFDQWB	AACBAMC	94.45	595	32	1	28	622	1	594	0.0	1054
AAFDQWB	AACBCYR	67.85	395	123	2	115	509	54	444	7e-150	 532
AAFDQWB	AACBECN	68.21	390	120	2	119	508	52	437	2e-153	 544
AAFDQWB	AACBXTJ	77.19	491	112	0	126	616	30	520	0.0	 751
AAFDQWB	AADSHPP	72.52	393	104	2	119	511	67	455	2e-163	 577
AAFDQWB	AADSIHA	72.63	537	147	0	80	616	1	537	0.0	 751
AAFDQWB	AADSNAZ	66.10	410	134	3	102	510	33	438	2e-152	 541
AAFDQWB	AADSNJX	70.24	551	127	5	74	588	1	550	0.0	 716
AAFDQWB	AADSQIC	90.48	231	22	0	76	306	10	240	5e-115	 416
AAFDQWB	AADSQIC	81.95	133	4	1	326	438	311	443	1e-49	 199
AAFDQWB	AADSQIC	53.09	194	40	2	480	622	545	738	1e-40	 169
AAFDQWB	AADTNJN	67.97	231	69	1	306	531	350	580	4e-88	 327
AAFDQWB	AADTNJN	56.57	198	76	2	119	307	56	252	7e-55	 217
AAFDQWB	AAEFZEV	67.59	395	124	2	115	509	54	444	7e-150	 532
AAFDQWB	AAEIGKG	72.41	395	105	2	119	513	44	434	5e-162	 572
AAFDQWB	AAEIGOD	84.54	582	70	2	53	622	28	601	0.0	 934
AAFDQWB	AAFCZUJ	67.85	395	123	2	115	509	54	444	8e-150	 532
AAFGGBQ	AAFDFWL	82.95	176	30	0	1	176	1	176	3e-75	 282
AAFGGBR	AAAXNQZ	70.48	437	121	1	8	444	2	430	2e-178	 627
AAFGGBR	AABESPS	69.25	465	141	1	16	480	2	464	0.0	 644
AAFGGBR	AABETRB	64.73	431	146	4	18	443	35	464	3e-153	 543
AAFGGBR	AABPVNX	80.40	500	95	1	1	500	1	497	0.0	 768
AAFGGBR	AABQHIX	68.97	419	129	1	26	443	19	437	2e-168	 593
